7FCC1AF7,755604E5,0.92855763
0FE87F32,755604E5,0.9912383
7FF11E4C,755604E5,0.9651088
7D3FBDD1,755604E5,0.4187261
755604E5,755604E5,0.9912383
754E42F4,755604E5,0.9912316
85B4BF88,755604E5,0.36157328
837D50D6,837D50D6,0.4041617
7FD80D18,7FD80D18,0.4129082
7EAC2FB2,7EAC2FB2,0.065311685
17952916,1962C022,0.56649727
1962C022,1962C022,0.3824038
77D923EF,77D923EF,0.9912383
81D1C280,77D923EF,0.80186886
7984E4DF,8622559E,0.6804756
862F32EF,8622559E,0.92414355
75CF6859,7CA859C4,0.9912383
7F2F4E85,7CA859C4,0.9134521
7663C096,7CA859C4,0.46573088
7CA859C4,7CA859C4,0.36157328
171AAE0C,7CA859C4,0.9912383
00E6A820,7CA859C4,0.93656313
7F9734BE,7CA859C4,0.9840481
73AC484D,7CA859C4,0.87760156
6458FEDE,7CA859C4,0.9470514
534F0E8C,7CA859C4,0.014243788
75B7035B,7CA859C4,0.7989336
5A2384E5,7CA859C4,0.15819182
73F0593A,7CA859C4,0.94719
7B38BF4E,7CA859C4,0.9867287
7F9B3AE6,7CA859C4,0.74743515
549F2DD4,7CA859C4,0.34518284
8310D781,7ECA2B1E,0.48324603
7A18C672,7ECA2B1E,0.61779207
7B243211,7ECA2B1E,0.41605508
7F4BEDCD,7ECA2B1E,0.12421573
86092560,7ECA2B1E,0.70274
76C483ED,7ECA2B1E,0.8540786
85545573,7ECA2B1E,0.459125
7E527ACF,7ECA2B1E,0.8221751
7D750834,7780094F,0.3611057
7780094F,7780094F,0.99100643
7F6E2DB9,862A7975,0.5809238
862A7975,862A7975,0.9912373
76F93A7B,7D28BC80,0.47948155
82F43953,7D28BC80,0.9912383
80821BF4,78B044B7,0.8037123
7ECB5C6F,78B044B7,0.9381228
7E8C5488,78B044B7,0.045695703
76E1ED1D,78B044B7,0.075680956
5899BBFE,78B044B7,0.6473464
7FDE3B74,7D8A3FE1,0.4041617
7999E714,80A531DC,0.5704168
7D24DB0C,80A531DC,0.4041617
80A531DC,80A531DC,0.2218307
7FEF1164,834B1812,0.3795026
834B1812,834B1812,0.05766834
7F77B234,834B1812,0.9882655
7C1E8F1E,834B1812,0.102887586
7C785A81,834B1812,0.5008045
7DDBB4AA,7DDBB4AA,0.99080455
7F2AFA2D,7DDBB4AA,0.39154595
02944DA3,7DDBB4AA,0.36110568
7DCFDC54,7FF9FC6D,0.5196294
7AE270DF,7AE270DF,0.88833034
80B473E9,7AE270DF,0.9900656
7FD9741E,7AE270DF,0.02519255
856A3806,77D9AC89,0.72475284
77D9AC89,77D9AC89,0.00626924
72DB8045,77D9AC89,0.0062467507
8180CEAC,77D9AC89,0.0062467507
70B03958,77D9AC89,0.37643412
83753576,77D9AC89,0.0062467507
7A47CE3B,77D9AC89,0.0062467507
7E9E434C,77D9AC89,0.00633284
753709E6,77D9AC89,0.0062467507
7DF1596F,77D9AC89,0.021746727
7D9D7CE9,77D9AC89,0.0062467507
78482BB0,77D9AC89,0.0062467507
75F06BA7,77D9AC89,0.0062467507
303E45B4,77D9AC89,0.0062467507
7B76DC9E,77D9AC89,0.0062467507
7E1013E7,77D9AC89,0.08607129
6DAF321E,77D9AC89,0.006252662
80711A65,77D9AC89,0.006249623
7CBAFFDA,77D9AC89,0.9567053
84A8A53D,77D9AC89,0.52228445
61A752F6,77D9AC89,0.8583566
7FC3C32C,77D9AC89,0.0062467507
7DA74423,77D9AC89,0.79113674
8159B203,77D9AC89,0.33693898
7F90C306,77D9AC89,0.0062467684
71EFABA2,77D9AC89,0.71483296
786DEFA0,77D9AC89,0.0062467507
7F90EE6D,77D9AC89,0.0062467507
7D2AF35D,77D9AC89,0.0062467507
7EC998D0,77D9AC89,0.0062467507
10418434,77D9AC89,0.0062473253
79F096D5,77D9AC89,0.0062467507
76653DD3,77D9AC89,0.0062467507
83A3BB2B,77D9AC89,0.0062467507
717A2972,77D9AC89,0.0062467507
7CA899CA,77D9AC89,0.037060544
7A3C3E83,77D9AC89,0.29855162
801A06CD,77D9AC89,0.0067361915
58C7A1E0,77D9AC89,0.034871917
30547820,77D9AC89,0.0062467624
030D0894,77D9AC89,0.0062467568
52AE7A59,77D9AC89,0.0062467507
78184A72,77D9AC89,0.06736345
6D02B40A,77D9AC89,0.0062467507
84DF6A12,77D9AC89,0.0062467507
2BD77DF6,77D9AC89,0.0062680044
7D6ECBB9,77D9AC89,0.86020833
05072CD8,77D9AC89,0.0062467507
79E344EC,77D9AC89,0.0062467507
7DCFFC3B,77D9AC89,0.7657513
742E6864,77D9AC89,0.0062479996
781CA49D,77D9AC89,0.0062467507
72385773,77D9AC89,0.9912383
75C11F27,7DACC024,0.9912383
