7FCC1AF7,755604E5,1.0
0FE87F32,755604E5,1.0
7FF11E4C,755604E5,1.0
7D3FBDD1,755604E5,0.0
755604E5,755604E5,1.0
754E42F4,755604E5,1.0
85B4BF88,755604E5,0.0
837D50D6,837D50D6,0.0
7FD80D18,7FD80D18,0.0
7EAC2FB2,7EAC2FB2,0.0
17952916,1962C022,0.0
1962C022,1962C022,0.0
77D923EF,77D923EF,1.0
81D1C280,77D923EF,1.0
7984E4DF,8622559E,1.0
862F32EF,8622559E,0.0
75CF6859,7CA859C4,1.0
7F2F4E85,7CA859C4,1.0
7663C096,7CA859C4,0.0
7CA859C4,7CA859C4,0.0
171AAE0C,7CA859C4,1.0
00E6A820,7CA859C4,1.0
7F9734BE,7CA859C4,1.0
73AC484D,7CA859C4,1.0
6458FEDE,7CA859C4,1.0
534F0E8C,7CA859C4,0.0
75B7035B,7CA859C4,1.0
5A2384E5,7CA859C4,0.0
73F0593A,7CA859C4,1.0
7B38BF4E,7CA859C4,1.0
7F9B3AE6,7CA859C4,0.0
549F2DD4,7CA859C4,0.0
8310D781,7ECA2B1E,0.0
7A18C672,7ECA2B1E,0.0
7B243211,7ECA2B1E,0.0
7F4BEDCD,7ECA2B1E,0.0
86092560,7ECA2B1E,0.0
76C483ED,7ECA2B1E,0.0
85545573,7ECA2B1E,0.0
7E527ACF,7ECA2B1E,1.0
7D750834,7780094F,0.0
7780094F,7780094F,1.0
7F6E2DB9,862A7975,0.0
862A7975,862A7975,1.0
76F93A7B,7D28BC80,1.0
82F43953,7D28BC80,1.0
80821BF4,78B044B7,1.0
7ECB5C6F,78B044B7,1.0
7E8C5488,78B044B7,0.0
76E1ED1D,78B044B7,0.0
5899BBFE,78B044B7,1.0
7FDE3B74,7D8A3FE1,0.0
7999E714,80A531DC,0.0
7D24DB0C,80A531DC,0.0
80A531DC,80A531DC,0.0
7FEF1164,834B1812,0.0
834B1812,834B1812,1.0
7F77B234,834B1812,1.0
7C1E8F1E,834B1812,0.0
7C785A81,834B1812,0.0
7DDBB4AA,7DDBB4AA,1.0
7F2AFA2D,7DDBB4AA,1.0
02944DA3,7DDBB4AA,0.0
7DCFDC54,7FF9FC6D,0.0
7AE270DF,7AE270DF,1.0
80B473E9,7AE270DF,1.0
7FD9741E,7AE270DF,0.0
856A3806,77D9AC89,0.0
77D9AC89,77D9AC89,0.0
72DB8045,77D9AC89,0.0
8180CEAC,77D9AC89,0.0
70B03958,77D9AC89,0.0
83753576,77D9AC89,0.0
7A47CE3B,77D9AC89,0.0
7E9E434C,77D9AC89,0.0
753709E6,77D9AC89,0.0
7DF1596F,77D9AC89,0.0
7D9D7CE9,77D9AC89,0.0
78482BB0,77D9AC89,0.0
75F06BA7,77D9AC89,0.0
303E45B4,77D9AC89,0.0
7B76DC9E,77D9AC89,0.0
7E1013E7,77D9AC89,0.0
6DAF321E,77D9AC89,0.0
80711A65,77D9AC89,0.0
7CBAFFDA,77D9AC89,0.0
84A8A53D,77D9AC89,0.0
61A752F6,77D9AC89,1.0
7FC3C32C,77D9AC89,0.0
7DA74423,77D9AC89,1.0
8159B203,77D9AC89,0.0
7F90C306,77D9AC89,0.0
71EFABA2,77D9AC89,1.0
786DEFA0,77D9AC89,0.0
7F90EE6D,77D9AC89,0.0
7D2AF35D,77D9AC89,0.0
7EC998D0,77D9AC89,0.0
10418434,77D9AC89,0.0
79F096D5,77D9AC89,0.0
76653DD3,77D9AC89,0.0
83A3BB2B,77D9AC89,0.0
717A2972,77D9AC89,0.0
7CA899CA,77D9AC89,0.0
7A3C3E83,77D9AC89,0.0
801A06CD,77D9AC89,0.0
58C7A1E0,77D9AC89,0.0
30547820,77D9AC89,0.0
030D0894,77D9AC89,0.0
52AE7A59,77D9AC89,0.0
78184A72,77D9AC89,0.0
6D02B40A,77D9AC89,0.0
84DF6A12,77D9AC89,0.0
2BD77DF6,77D9AC89,0.0
7D6ECBB9,77D9AC89,1.0
05072CD8,77D9AC89,0.0
79E344EC,77D9AC89,0.0
7DCFFC3B,77D9AC89,1.0
742E6864,77D9AC89,0.0
781CA49D,77D9AC89,0.0
72385773,77D9AC89,1.0
75C11F27,7DACC024,1.0
79DFB6C0,7DACC024,1.0
76ECB162,81471D76,1.0
55A38644,81471D76,1.0
7BA429F5,81471D76,0.0
018E65D1,81471D76,0.0
7288E68D,81471D76,1.0
01A53063,81471D76,0.0
81471D76,81471D76,1.0
13A4DC3A,81471D76,1.0
74F9786C,81471D76,1.0
7CC135D5,81471D76,1.0
179BDFEE,7E7FD08C,1.0
803899B8,7E7FD08C,1.0
